match_id,video_name,extension_name,event,tournament_id,round,date,set_count,duration,win_A,win_B,lose_C,lose_D,first_set_downcourt,homography_matrix,upleft_x,upright_x,downleft_x,downright_x,upleft_y,upright_y,downleft_y,downright_y,video_check,rally_video_check,graph_check,level
2,KIM_KIM_LIU_OU_GWANGJU_YONEX_Korea_Masters_2022_Finals,.mp4,1,2,Finals,2022-04-17,2,37,5,6,7,8,1,"[[1.3945073744068486, 0.7235631940804904, -688.2823729691494], [-0.00739222104927981, 7.28042525655228, -2012.3255338023334], [8.079857675552987e-06, 0.004032462989004622, 1.0]]",377.4,880.6,213.4,1053.6,307.6,308.2,679.6,682.4,1,1,1,300
